,N10-formyl-tetrahydrofolate biosynthesis,L-arginine biosynthesis II (acetyl cycle),superpathway of branched amino acid biosynthesis,coenzyme A biosynthesis II (mammalian),coenzyme A biosynthesis I,dTDP-L-rhamnose biosynthesis I,L-methionine biosynthesis III,L-isoleucine biosynthesis I (from threonine),phosphopantothenate biosynthesis I,pantothenate and coenzyme A biosynthesis I,peptidoglycan biosynthesis I (meso-diaminopimelate containing),L-lysine biosynthesis III,folate transformations II,L-lysine biosynthesis VI,L-isoleucine biosynthesis III,tetrapyrrole biosynthesis I (from glutamate),UMP biosynthesis,5-aminoimidazole ribonucleotide biosynthesis I,5-aminoimidazole ribonucleotide biosynthesis II,inosine-5'-phosphate biosynthesis I,inosine-5'-phosphate biosynthesis II,superpathway of 5-aminoimidazole ribonucleotide biosynthesis,UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing),queuosine biosynthesis,preQ0 biosynthesis,pyruvate fermentation to isobutanol (engineered),adenosine ribonucleotides de novo biosynthesis,adenosine deoxyribonucleotides de novo biosynthesis II,guanosine ribonucleotides de novo biosynthesis,guanosine deoxyribonucleotides de novo biosynthesis II,ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,flavin biosynthesis I (bacteria and plants),L-valine biosynthesis,glycolysis III (from glucose),L-ornithine de novo  biosynthesis,chorismate biosynthesis I,superpathway of L-aspartate and L-asparagine biosynthesis,Calvin-Benson-Bassham cycle,superpathway of aromatic amino acid biosynthesis,"superpathway of N-acetylglucosamine, N-acetylmannosamine and N-acetylneuraminate degradation",gluconeogenesis I,superpathway of &beta;-D-glucuronide and D-glucuronate degradation,glycolysis I (from glucose 6-phosphate),L-histidine degradation I,L-histidine biosynthesis,lipid IVA biosynthesis,pentose phosphate pathway (non-oxidative branch),pentose phosphate pathway,glycolysis IV (plant cytosol),CMP-3-deoxy-D-manno-octulosonate biosynthesis I,L-lysine biosynthesis II,superpathway of L-isoleucine biosynthesis I,&gamma;-glutamyl cycle,pantothenate and coenzyme A biosynthesis III,L-histidine degradation III,NAD/NADH phosphorylation and dephosphorylation,glycolysis II (from fructose 6-phosphate),GDP-mannose biosynthesis,CDP-diacylglycerol biosynthesis I,urate biosynthesis/inosine 5'-phosphate degradation,cis-vaccenate biosynthesis,superpathway of guanosine nucleotides de novo biosynthesis II,superpathway of adenosine nucleotides de novo biosynthesis II,6-hydroxymethyl-dihydropterin diphosphate biosynthesis I,S-adenosyl-L-methionine cycle I,chorismate biosynthesis from 3-dehydroquinate,flavin biosynthesis III (fungi),sucrose degradation III (sucrose invertase),peptidoglycan biosynthesis III (mycobacteria),UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing),GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis,adenine and adenosine salvage III,thiazole biosynthesis I (E. coli),thiamin salvage II,seleno-amino acid biosynthesis,"dTDP-3-acetamido-3,6-dideoxy-&alpha;-D-galactose biosynthesis",pyrimidine deoxyribonucleosides salvage,superpathway of pyrimidine nucleobases salvage,superpathway of guanosine nucleotides de novo biosynthesis I,superpathway of adenosine nucleotides de novo biosynthesis I,D-fructuronate degradation,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis II",4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast),dTDP-N-acetylthomosamine biosynthesis,dTDP-N-acetylviosamine biosynthesis,thiamin formation from pyrithiamine and oxythiamine (yeast),6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia),gondoate biosynthesis (anaerobic),CDP-diacylglycerol biosynthesis II,peptidoglycan maturation (meso-diaminopimelate containing),superpathway of pyrimidine ribonucleotides de novo biosynthesis,superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,glycolysis VI (metazoan),NAD biosynthesis I (from aspartate),pyridoxal 5'-phosphate biosynthesis I,L-rhamnose degradation I,superpathway of L-serine and glycine biosynthesis I,superpathway of thiamin diphosphate biosynthesis I,superpathway of thiamin diphosphate biosynthesis III (eukaryotes),superpathway of L-threonine biosynthesis,tRNA charging,L-arginine biosynthesis I (via L-ornithine),adenosylcobalamin salvage from cobinamide I,fucose degradation,L-ornithine biosynthesis,glycogen biosynthesis I (from ADP-D-Glucose),"superpathway of glycerol degradation to 1,3-propanediol",L-methionine biosynthesis I,superpathway of S-adenosyl-L-methionine biosynthesis,methanogenesis from acetate,L-homoserine and L-methionine biosynthesis,pyruvate fermentation to acetate and lactate II,L-arginine biosynthesis III (via N-acetyl-L-citrulline),glutaryl-CoA degradation,superpathway of sulfur oxidation (Acidianus ambivalens),superpathway of L-methionine biosynthesis (transsulfuration),petroselinate biosynthesis,putrescine biosynthesis IV,galactose degradation I (Leloir pathway),purine nucleotides degradation II (aerobic),stachyose degradation,guanosine nucleotides degradation II,guanosine nucleotides degradation III,starch degradation V,L-arginine biosynthesis IV (archaebacteria),superpathway of L-alanine biosynthesis,purine ribonucleosides degradation,superpathway of purine deoxyribonucleosides degradation,D-galactose degradation V (Leloir pathway),adenosine nucleotides degradation II,teichoic acid (poly-glycerol) biosynthesis,L-tryptophan biosynthesis,pyrimidine deoxyribonucleotides de novo biosynthesis I,pyrimidine deoxyribonucleotide phosphorylation,inosine-5'-phosphate biosynthesis III,tRNA processing,superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),UDP-N-acetyl-D-glucosamine biosynthesis I,superpathway of phospholipid biosynthesis I (bacteria),phosphatidylglycerol biosynthesis I (plastidic),phosphatidylglycerol biosynthesis II (non-plastidic),formaldehyde assimilation II (RuMP Cycle),thiazole biosynthesis II (Bacillus),"myo-, chiro- and scillo-inositol degradation",L-citrulline biosynthesis,fatty acid elongation -- saturated,urea cycle,stearate biosynthesis II (bacteria and plants),palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate),"1,4-dihydroxy-6-naphthoate biosynthesis II",oleate biosynthesis IV (anaerobic),(5Z)-dodec-5-enoate biosynthesis,mycolate biosynthesis,L-lysine biosynthesis I,superpathway of fatty acid biosynthesis initiation (E. coli),heme biosynthesis II (anaerobic),ppGpp biosynthesis,superpathway of acetyl-CoA biosynthesis,TCA cycle VI (obligate autotrophs),"C4 photosynthetic carbon assimilation cycle, PEPCK type","octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)",superpathway of purine nucleotides de novo biosynthesis I,anhydromuropeptides recycling,heme biosynthesis I (aerobic),methylerythritol phosphate pathway I,biotin biosynthesis II,L-isoleucine biosynthesis IV,superpathway of geranylgeranyl diphosphate biosynthesis II (via MEP),"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)","1,4-dihydroxy-2-naphthoate biosynthesis I",superpathway of phylloquinol biosynthesis,pyrimidine deoxyribonucleotides de novo biosynthesis III,mannan degradation,D-galactarate degradation I,D-glucarate degradation I,superpathway of D-glucarate and D-galactarate degradation,purine nucleobases degradation I (anaerobic),4-deoxy-L-threo-hex-4-enopyranuronate degradation,superpathway of pyrimidine deoxyribonucleosides degradation,O-antigen building blocks biosynthesis (E. coli),dTDP-D-&beta;-fucofuranose biosynthesis,lactose and galactose degradation I,NAD salvage pathway II,acetylene degradation,L-proline biosynthesis II (from arginine),fatty acid &beta;-oxidation I,superpathway of hexuronide and hexuronate degradation,D-galacturonate degradation I,L-lysine fermentation to acetate and butanoate,fatty acid &beta;-oxidation II (peroxisome),tetrapyrrole biosynthesis II (from glycine),acetyl-CoA fermentation to butanoate II,pyruvate fermentation to acetone,"L-1,2-propanediol degradation"
Akkermansia_muciniphila,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bacteroides_fragilis,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruminococcus_torques,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anaeromassilibacillus_sp_An250,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Proteobacteria_bacterium_CAG_139,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clostridium_leptum,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Blautia_obeum,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firmicutes_bacterium_CAG_83,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
